number,value,datetime_start,datetime_complete,duration,params_adam_beta1,params_adam_beta2,params_adam_lr,params_adam_wd,params_batch_size,params_block_0_filters,params_block_0_kernel_pair,params_block_1_filters,params_block_1_kernel_pair,params_block_2_filters,params_block_2_kernel_pair,params_first_conv_filters,params_first_conv_kernel_width,params_lr_decay,params_lr_step_size,params_n_blocks,params_optimizer,params_sgd_lr,params_sgd_momentum,params_sgd_wd,user_attrs_best_epoch,user_attrs_validation_accuracy,user_attrs_validation_macro_f1,system_attrs_tpe:relative_params:0,state
30,0.8324466985063985,2026-09-16 22:50:01.054416,2026-09-16 22:50:13.288717,0 days 00:00:12.234301,0.8682759291587581,0.9545419034090268,0.0009331295103551897,0.0024175897687039186,128,64,"(5, 7)",32.0,"(3, 5)",32.0,"(3, 5)",16,3,0.24315220608689114,32,3,Adam,,,,40.0,0.8419354838709677,0.8229579131418292,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 16, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.24315220608689114, ""lr_step_size"": 32, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
31,0.43194759129014415,2026-09-16 22:50:13.413230,2026-09-16 22:50:15.478270,0 days 00:00:02.065040,0.8956240944174709,0.9356491921524384,0.0014970423073788438,0.00010834249870965334,256,16,"(3, 5)",8.0,"(3, 5)",64.0,"(3, 7)",32,5,0.47091039745568186,32,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 16, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 5, ""lr_decay"": 0.47091039745568186, ""lr_step_size"": 32, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
32,0.6408667664185446,2026-09-16 22:50:15.598190,2026-09-16 22:50:21.239814,0 days 00:00:05.641624,0.9007695898442979,0.918403300738511,0.0041548322543748396,0.00027277124590857973,256,64,"(3, 5)",8.0,"(3, 5)",64.0,"(3, 7)",16,3,0.06862737286747794,39,3,Adam,,,,,,,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 16, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.06862737286747794, ""lr_step_size"": 39, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
33,0.8861857426566853,2026-09-16 22:50:21.354878,2026-09-16 22:50:51.937653,0 days 00:00:30.582775,0.8861436693960967,0.949026659775379,0.0017334348981840194,4.002354418967982e-05,128,64,"(5, 7)",32.0,"(3, 5)",,,128,3,0.44562122830788187,30,2,Adam,,,,50.0,0.8903225806451613,0.8820489046682091,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.44562122830788187, ""lr_step_size"": 30, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
34,0.560438697194535,2026-09-16 22:50:52.063468,2026-09-16 22:50:55.237245,0 days 00:00:03.173777,0.8846623892908042,0.9503407438132518,0.0030130596026079265,3.349838197829896e-05,128,16,"(3, 5)",32.0,"(3, 5)",,,32,3,0.37702072567380485,28,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 16, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.37702072567380485, ""lr_step_size"": 28, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
35,0.5245312932941293,2026-09-16 22:50:55.348176,2026-09-16 22:51:02.250259,0 days 00:00:06.902083,0.91645966074767,0.9571942945092857,0.001988855567096803,5.23188169364712e-05,128,64,"(5, 7)",32.0,"(3, 5)",8.0,"(3, 5)",128,3,0.33975601646487297,36,3,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.33975601646487297, ""lr_step_size"": 36, ""n_blocks"": 3, ""optimizer"": ""Adam""}",PRUNED
36,0.8674145143445298,2026-09-16 22:51:02.364812,2026-09-16 22:51:33.425319,0 days 00:00:31.060507,0.8833392306204013,0.9288517652320354,0.0007265129733758496,7.85377244229279e-06,128,64,"(5, 7)",32.0,"(5, 7)",,,128,3,0.42857207841575573,29,2,Adam,,,,48.0,0.8741935483870967,0.8606354803019629,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.42857207841575573, ""lr_step_size"": 29, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
37,0.8439855036200403,2026-09-16 22:51:33.556895,2026-09-16 22:52:04.637528,0 days 00:00:31.080633,0.8857110306703675,0.9274921953087102,0.003999901710406085,4.646736197967256e-06,128,64,"(5, 7)",32.0,"(5, 7)",,,128,3,0.44761324557251986,31,2,Adam,,,,43.0,0.8548387096774194,0.8331322975626614,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.44761324557251986, ""lr_step_size"": 31, ""n_blocks"": 2, ""optimizer"": ""Adam""}",COMPLETE
38,0.6982404182814692,2026-09-16 22:52:04.755812,2026-09-16 22:52:11.921851,0 days 00:00:07.166039,0.8636734566724217,0.9147018387134352,0.0004184527518510511,2.0803333994955256e-06,128,64,"(3, 5)",32.0,"(5, 7)",,,32,3,0.4611428506585236,19,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(3, 5)"", ""first_conv_filters"": 32, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.4611428506585236, ""lr_step_size"": 19, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
39,0.8735427349163025,2026-09-16 22:52:12.029489,2026-09-16 22:52:43.647897,0 days 00:00:31.618408,0.8752975260248959,0.9269501743473187,0.0018838366897783343,1.0112413321573755e-05,128,64,"(5, 7)",32.0,"(5, 7)",16.0,"(3, 5)",128,3,0.4532561194041141,22,3,Adam,,,,50.0,0.8870967741935484,0.8599886956390568,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.4532561194041141, ""lr_step_size"": 22, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
40,0.8276753965963848,2026-09-16 22:52:43.767767,2026-09-16 22:53:14.667101,0 days 00:00:30.899334,0.8708683572430201,0.9010775037716401,0.003348685870588082,1.5158981747684729e-05,128,64,"(5, 7)",32.0,"(3, 7)",16.0,"(3, 5)",128,3,0.48624385560534833,26,3,Adam,,,,45.0,0.8290322580645161,0.8263185351282535,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.48624385560534833, ""lr_step_size"": 26, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
41,0.8841406733362398,2026-09-16 22:53:14.780242,2026-09-16 22:53:45.855191,0 days 00:00:31.074949,0.8794573502046052,0.9273598410582662,0.0018780482348346545,7.0904829609468805e-06,256,64,"(5, 7)",32.0,"(5, 7)",16.0,"(3, 5)",128,3,0.41282410007227766,19,3,Adam,,,,47.0,0.8935483870967742,0.8747329595757055,"{""batch_size"": 256, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.41282410007227766, ""lr_step_size"": 19, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
42,0.849110080037585,2026-09-16 22:53:45.969990,2026-09-16 22:54:14.770284,0 days 00:00:28.800294,0.8765821462381979,0.9400706531382298,0.0017294653823861396,7.525140875959215e-06,256,32,"(5, 7)",32.0,"(5, 7)",16.0,"(3, 5)",128,3,0.36697139657715455,19,3,Adam,,,,47.0,0.8516129032258064,0.8466072568493638,"{""batch_size"": 256, ""block_0_filters"": 32, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.36697139657715455, ""lr_step_size"": 19, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
43,0.6888665171992661,2026-09-16 22:54:14.889833,2026-09-16 22:54:29.440189,0 days 00:00:14.550356,0.86120308155242,0.923906506139874,0.0021581297334492206,0.0009235222418735747,128,16,"(5, 7)",64.0,"(5, 7)",,,128,3,0.3364201471420526,39,2,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 16, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.3364201471420526, ""lr_step_size"": 39, ""n_blocks"": 2, ""optimizer"": ""Adam""}",PRUNED
44,0.5206581143937747,2026-09-16 22:54:29.581608,2026-09-16 22:54:36.068263,0 days 00:00:06.486655,0.8934631307718667,0.9133959922442774,0.005979764013318104,2.9085753385818e-06,128,64,"(5, 7)",,,,,128,3,0.3938580543131865,29,1,Adam,,,,,,,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.3938580543131865, ""lr_step_size"": 29, ""n_blocks"": 1, ""optimizer"": ""Adam""}",PRUNED
45,0.8669743080750161,2026-09-16 22:54:36.181568,2026-09-16 22:55:08.057287,0 days 00:00:31.875719,0.8597875523622649,0.935814299539212,0.0011954793210143442,1.1388592526884982e-06,128,64,"(5, 7)",32.0,"(5, 7)",16.0,"(3, 5)",128,3,0.4109949989741716,19,3,Adam,,,,48.0,0.8741935483870967,0.8597550677629353,"{""batch_size"": 128, ""block_0_filters"": 64, ""block_0_kernel_pair"": ""(5, 7)"", ""first_conv_filters"": 128, ""first_conv_kernel_width"": 3, ""lr_decay"": 0.4109949989741716, ""lr_step_size"": 19, ""n_blocks"": 3, ""optimizer"": ""Adam""}",COMPLETE
